s_true,E,B,s_hat,rel_bias,abs_bias,recovered,realistic
1.0,733333.3333333334,1.219,0.8884244381502963,-11.157556184970375,-0.11157556184970374,False,False
0.1,733333.3333333334,1.857,0.09625367608970987,-3.7463239102901307,-0.003746323910290131,True,True
0.2,733333.3333333334,1.857,0.17881288157444458,-10.593559212777715,-0.02118711842555543,False,True
0.3,733333.3333333334,1.857,0.2661247330657325,-11.291755644755838,-0.03387526693426751,False,True
0.4,733333.3333333334,1.857,0.35985689575189256,-10.035776062026866,-0.040143104248107464,False,True
0.5,733333.3333333334,1.857,0.46546679671567487,-6.906640656865026,-0.03453320328432513,True,True
0.6,733333.3333333334,1.857,0.5608521203625957,-6.524646606234049,-0.03914787963740429,True,True
0.7,733333.3333333334,1.857,0.6608087065047642,-5.598756213605109,-0.03919129349523576,True,True
0.8,733333.3333333334,1.857,0.7166031117200439,-10.424611034994522,-0.08339688827995617,False,True
0.9,733333.3333333334,1.857,0.8413568237108178,-6.515908476575806,-0.05864317628918225,True,True
1.0,733333.3333333334,1.857,0.9488619531314222,-5.113804686857781,-0.05113804686857781,True,True
0.1,733333.3333333334,2.828,0.09900846783876387,-0.9915321612361389,-0.0009915321612361389,True,True
0.2,733333.3333333334,2.828,0.19987872219271965,-0.06063890364017832,-0.00012127780728035664,True,True
0.3,733333.3333333334,2.828,0.28971657145513235,-3.4278095149558783,-0.010283428544867634,True,True
0.4,733333.3333333334,2.828,0.38079857884892554,-4.800355287768621,-0.019201421151074483,True,True
0.5,733333.3333333334,2.828,0.5028050706983824,0.5610141396764856,0.002805070698382428,True,True
0.6,733333.3333333334,2.828,0.5834209181128059,-2.7631803145323395,-0.016579081887194036,True,True
0.7,733333.3333333334,2.828,0.7081117979181071,1.1588282740153033,0.008111797918107122,True,True
0.8,733333.3333333334,2.828,0.776094013321675,-2.9882483347906246,-0.023905986678324997,True,True
0.9,733333.3333333334,2.828,0.891491052299746,-0.9454386333615566,-0.00850894770025401,True,True
1.0,733333.3333333334,2.828,0.999,-0.10000000000000009,-0.0010000000000000009,True,True
0.1,733333.3333333334,4.309,0.11032136078161212,10.32136078161211,0.01032136078161211,False,True
0.2,733333.3333333334,4.309,0.2061051624480263,3.05258122401314,0.00610516244802628,True,True
0.3,733333.3333333334,4.309,0.3063617091444711,2.1205697148236986,0.006361709144471095,True,True
0.4,733333.3333333334,4.309,0.39631565365746063,-0.9210865856348477,-0.0036843463425393908,True,True
0.5,733333.3333333334,4.309,0.5065107647180357,1.3021529436071377,0.006510764718035689,True,True
0.6,733333.3333333334,4.309,0.6342209612217851,5.7034935369641815,0.034220961221785084,True,True
0.7,733333.3333333334,4.309,0.7282956543284205,4.042236332631503,0.028295654328420516,True,True
0.8,733333.3333333334,4.309,0.8726895520987291,9.086194012341133,0.07268955209872907,True,True
0.9,733333.3333333334,4.309,0.8864183836561,-1.5090684826555536,-0.013581616343899983,True,True
1.0,733333.3333333334,4.309,0.999,-0.10000000000000009,-0.0010000000000000009,True,True
0.1,733333.3333333334,6.564,0.10780723811001167,7.80723811001166,0.007807238110011661,True,True
0.2,733333.3333333334,6.564,0.23596242928231068,17.981214641155333,0.035962429282310665,False,True
0.3,733333.3333333334,6.564,0.34897894742644253,16.326315808814183,0.04897894742644254,False,True
0.4,733333.3333333334,6.564,0.4465189357156864,11.629733928921596,0.04651893571568638,False,True
0.5,733333.3333333334,6.564,0.561275554060696,12.255110812139192,0.06127555406069596,False,True
0.6,733333.3333333334,6.564,0.6680412745371253,11.340212422854211,0.06804127453712527,False,True
0.7,733333.3333333334,6.564,0.8221420458524216,17.448863693203087,0.12214204585242161,False,True
0.8,733333.3333333334,6.564,0.9368546906399344,17.106836329991797,0.13685469063993438,False,True
0.9,733333.3333333334,6.564,0.999,10.999999999999996,0.09899999999999998,False,True
1.0,733333.3333333334,6.564,0.999,-0.10000000000000009,-0.0010000000000000009,True,True
0.1,733333.3333333334,10.0,0.12012692888549228,20.12692888549228,0.02012692888549228,False,False
0.2,733333.3333333334,10.0,0.24298729301601846,21.493646508009224,0.042987293016018446,False,False
0.3,733333.3333333334,10.0,0.3945714228347115,31.523807611570515,0.09457142283471154,False,False
0.4,733333.3333333334,10.0,0.4705922438721857,17.648060968046416,0.07059224387218566,False,False
0.5,733333.3333333334,10.0,0.632983219326004,26.596643865200797,0.132983219326004,False,False
0.6,733333.3333333334,10.0,0.7549030474678624,25.817174577977077,0.15490304746786243,False,False
0.7,733333.3333333334,10.0,0.8459318170781701,20.847402439738595,0.14593181707817016,False,False
0.8,733333.3333333334,10.0,0.9634444189189914,20.430552364873915,0.1634444189189913,False,False
0.9,733333.3333333334,10.0,0.999,10.999999999999996,0.09899999999999998,False,False
1.0,733333.3333333334,10.0,0.999,-0.10000000000000009,-0.0010000000000000009,True,False
0.1,866666.6666666667,0.8,0.08735513741183322,-12.644862588166786,-0.012644862588166786,False,False
0.2,866666.6666666667,0.8,0.17063364578655882,-14.683177106720596,-0.029366354213441193,False,False
0.3,866666.6666666667,0.8,0.25388268895561744,-15.372437014794183,-0.04611731104438255,False,False
0.4,866666.6666666667,0.8,0.34672201293734606,-13.31949676566349,-0.053277987062653964,False,False
0.5,866666.6666666667,0.8,0.42197707570064424,-15.604584859871151,-0.07802292429935576,False,False
0.6,866666.6666666667,0.8,0.5089884801566599,-15.168586640556686,-0.0910115198433401,False,False
0.7,866666.6666666667,0.8,0.6158384663945115,-12.023076229355501,-0.0841615336054885,False,False
0.8,866666.6666666667,0.8,0.6809488374671108,-14.88139531661116,-0.11905116253288928,False,False
0.9,866666.6666666667,0.8,0.7860385111590621,-12.662387648993104,-0.11396148884093793,False,False
1.0,866666.6666666667,0.8,0.8690054092438771,-13.099459075612286,-0.13099459075612285,False,False
0.1,866666.6666666667,1.219,0.09189940012384719,-8.100599876152817,-0.008100599876152817,True,False
0.2,866666.6666666667,1.219,0.16884398654485305,-15.578006727573479,-0.031156013455146958,False,False
0.3,866666.6666666667,1.219,0.26178766503421824,-12.737444988593916,-0.03821233496578175,False,False
0.4,866666.6666666667,1.219,0.36059370652368716,-9.851573369078215,-0.03940629347631286,True,False
0.5,866666.6666666667,1.219,0.43741770010466685,-12.51645997906663,-0.06258229989533315,False,False
0.6,866666.6666666667,1.219,0.537924253534472,-10.345957744254656,-0.06207574646552794,False,False
0.7,866666.6666666667,1.219,0.6403004218991485,-8.528511157264496,-0.05969957810085147,True,False
0.8,866666.6666666667,1.219,0.735105088627826,-8.111863921521758,-0.06489491137217407,True,False
0.9,866666.6666666667,1.219,0.7989420955283145,-11.2286560524095,-0.1010579044716855,False,False
1.0,866666.6666666667,1.219,0.9160228475030754,-8.39771524969246,-0.08397715249692461,True,False
0.1,866666.6666666667,1.857,0.09946875155289832,-0.5312484471016871,-0.0005312484471016871,True,True
0.2,866666.6666666667,1.857,0.18474043569159918,-7.629782154200418,-0.015259564308400836,True,True
0.3,866666.6666666667,1.857,0.2901347359568742,-3.2884213477085886,-0.009865264043125765,True,True
0.4,866666.6666666667,1.857,0.3666746019508494,-8.331349512287659,-0.033325398049150634,True,True
0.5,866666.6666666667,1.857,0.4796772910343732,-4.064541793125365,-0.020322708965626823,True,True
0.6,866666.6666666667,1.857,0.5805162923109385,-3.247284614843582,-0.01948370768906149,True,True
0.7,866666.6666666667,1.857,0.6561150573750494,-6.269277517850082,-0.043884942624950574,True,True
0.8,866666.6666666667,1.857,0.7312313167238358,-8.596085409520532,-0.06876868327616426,True,True
0.9,866666.6666666667,1.857,0.814245601503132,-9.528266499652007,-0.08575439849686806,True,True
1.0,866666.6666666667,1.857,0.9585168668141758,-4.148313318582419,-0.041483133185824195,True,True
0.1,866666.6666666667,2.828,0.1006663587578676,0.6663587578675939,0.0006663587578675939,True,True
0.2,866666.6666666667,2.828,0.2085125163588363,4.256258179418146,0.008512516358836292,True,True
0.3,866666.6666666667,2.828,0.3032302130711812,1.0767376903937365,0.0032302130711812094,True,True
0.4,866666.6666666667,2.828,0.4172789173236787,4.3197293309196745,0.0172789173236787,True,True
0.5,866666.6666666667,2.828,0.499285923375418,-0.14281532491640103,-0.0007140766245820052,True,True
0.6,866666.6666666667,2.828,0.6234610959405376,3.9101826567562634,0.02346109594053758,True,True
0.7,866666.6666666667,2.828,0.7256154460767101,3.6593494395300263,0.02561544607671018,True,True
0.8,866666.6666666667,2.828,0.7793254415544948,-2.584319805688157,-0.020674558445505253,True,True
0.9,866666.6666666667,2.828,0.9197644342585168,2.196048250946313,0.019764434258516816,True,True
1.0,866666.6666666667,2.828,0.999,-0.10000000000000009,-0.0010000000000000009,True,True
0.1,866666.6666666667,4.309,0.10851353095858231,8.513530958582303,0.008513530958582302,True,True
0.2,866666.6666666667,4.309,0.2239571112992634,11.978555649631698,0.023957111299263395,False,True
0.3,866666.6666666667,4.309,0.3216572592794159,7.219086426471974,0.02165725927941592,True,True
0.4,866666.6666666667,4.309,0.4324923380320605,8.123084508015118,0.032492338032060475,True,True
0.5,866666.6666666667,4.309,0.5420151190401916,8.403023808038323,0.04201511904019162,True,True
0.6,866666.6666666667,4.309,0.6557337615552158,9.288960259202636,0.05573376155521581,True,True
0.7,866666.6666666667,4.309,0.7396305142555227,5.661502036503254,0.039630514255522775,True,True
0.8,866666.6666666667,4.309,0.8638183995703158,7.97729994628947,0.06381839957031576,True,True
0.9,866666.6666666667,4.309,0.9569798852843432,6.331098364927018,0.05697988528434317,True,True
1.0,866666.6666666667,4.309,0.999,-0.10000000000000009,-0.0010000000000000009,True,True
0.1,866666.6666666667,6.564,0.11349208541574525,13.492085415745244,0.013492085415745245,False,True
0.2,866666.6666666667,6.564,0.22427773962611422,12.138869813057104,0.02427773962611421,False,True
0.3,866666.6666666667,6.564,0.3290379096320642,9.67930321068807,0.029037909632064207,True,True
0.4,866666.6666666667,6.564,0.4359179546802814,8.97948867007034,0.03591795468028136,True,True
0.5,866666.6666666667,6.564,0.5647375920925061,12.947518418501215,0.06473759209250607,False,True
0.6,866666.6666666667,6.564,0.6624290844325006,10.40484740541677,0.062429084432500614,False,True
0.7,866666.6666666667,6.564,0.7798577071983471,11.408243885478168,0.07985770719834717,False,True
0.8,866666.6666666667,6.564,0.8742480377640329,9.28100472050411,0.07424803776403288,True,True
0.9,866666.6666666667,6.564,0.999,10.999999999999996,0.09899999999999998,False,True
1.0,866666.6666666667,6.564,0.999,-0.10000000000000009,-0.0010000000000000009,True,True
0.1,866666.6666666667,10.0,0.11867948030786254,18.67948030786254,0.01867948030786254,False,False
0.2,866666.6666666667,10.0,0.25637320668991076,28.186603344955373,0.05637320668991075,False,False
0.3,866666.6666666667,10.0,0.3625599967815844,20.85333226052814,0.06255999678158441,False,False
0.4,866666.6666666667,10.0,0.48875190302497945,22.187975756244857,0.08875190302497943,False,False
0.5,866666.6666666667,10.0,0.6001869970932736,20.037399418654722,0.10018699709327361,False,False
0.6,866666.6666666667,10.0,0.7550927293537578,25.848788225626308,0.15509272935375784,False,False
0.7,866666.6666666667,10.0,0.7926800584914638,13.240008355923413,0.09268005849146388,False,False
0.8,866666.6666666667,10.0,0.9907296031366679,23.841200392083483,0.19072960313666787,False,False
0.9,866666.6666666667,10.0,0.999,10.999999999999996,0.09899999999999998,False,False
1.0,866666.6666666667,10.0,0.999,-0.10000000000000009,-0.0010000000000000009,True,False
0.1,1000000.0,0.8,0.08653522414136379,-13.464775858636216,-0.013464775858636216,False,False
0.2,1000000.0,0.8,0.17286184635588173,-13.569076822059142,-0.027138153644118285,False,False
0.3,1000000.0,0.8,0.2670566356620375,-10.981121445987489,-0.032943364337962466,False,False
0.4,1000000.0,0.8,0.3489156257217556,-12.771093569561105,-0.051084374278244415,False,False
0.5,1000000.0,0.8,0.4627778891595071,-7.4444221680985745,-0.03722211084049287,True,False
0.6,1000000.0,0.8,0.5130982899012176,-14.483618349797055,-0.08690171009878234,False,False
0.7,1000000.0,0.8,0.6237042614489383,-10.899391221580235,-0.07629573855106164,False,False
0.8,1000000.0,0.8,0.7046525151507198,-11.91843560616003,-0.09534748484928024,False,False
0.9,1000000.0,0.8,0.8304621452143794,-7.726428309513397,-0.06953785478562058,True,False
1.0,1000000.0,0.8,0.87513493974547,-12.486506025453004,-0.12486506025453004,False,False
0.1,1000000.0,1.219,0.09217523000095296,-7.8247699990470485,-0.007824769999047049,True,False
0.2,1000000.0,1.219,0.18463925176012008,-7.680374119939964,-0.015360748239879929,True,False
0.3,1000000.0,1.219,0.26692135092837566,-11.026216357208112,-0.03307864907162433,False,False
0.4,1000000.0,1.219,0.37209072610190913,-6.977318474522723,-0.02790927389809089,True,False
0.5,1000000.0,1.219,0.4645942721292438,-7.081145574151238,-0.03540572787075619,True,False
0.6,1000000.0,1.219,0.5271044018140266,-12.149266364328891,-0.07289559818597335,False,False
0.7,1000000.0,1.219,0.6529747079815037,-6.717898859785181,-0.047025292018496256,True,False
0.8,1000000.0,1.219,0.7753705450985672,-3.0786818626791086,-0.024629454901432868,True,False
0.9,1000000.0,1.219,0.8492829476451915,-5.635228039423167,-0.0507170523548085,True,False
1.0,1000000.0,1.219,0.9050449068237079,-9.495509317629214,-0.09495509317629214,True,False
0.1,1000000.0,1.857,0.09633427561393916,-3.665724386060845,-0.003665724386060845,True,True
0.2,1000000.0,1.857,0.19490491562311416,-2.547542188442928,-0.005095084376885856,True,True
0.3,1000000.0,1.857,0.2920100081017566,-2.6633306327477997,-0.007989991898243398,True,True
0.4,1000000.0,1.857,0.3946757628299885,-1.3310592925028786,-0.005324237170011514,True,True
0.5,1000000.0,1.857,0.47733392641738687,-4.533214716522627,-0.022666073582613133,True,True
0.6,1000000.0,1.857,0.5810470109403875,-3.158831509935419,-0.018952989059612513,True,True
0.7,1000000.0,1.857,0.646203061163695,-7.685276976614998,-0.053796938836304986,True,True
0.8,1000000.0,1.857,0.7650855365728473,-4.364307928394096,-0.034914463427152764,True,True
0.9,1000000.0,1.857,0.8524162079766463,-5.2870880025948574,-0.04758379202335372,True,True
1.0,1000000.0,1.857,0.9762371042979187,-2.3762895702081344,-0.023762895702081344,True,True
0.1,1000000.0,2.828,0.10068810247227956,0.6881024722795587,0.0006881024722795587,True,True
0.2,1000000.0,2.828,0.19720378729901034,-1.3981063504948377,-0.0027962127009896753,True,True
0.3,1000000.0,2.828,0.30011019247222737,0.03673082407579242,0.00011019247222737727,True,True
0.4,1000000.0,2.828,0.40346492192288846,0.8662304807221105,0.003464921922888442,True,True
0.5,1000000.0,2.828,0.49272537316404863,-1.454925367190274,-0.00727462683595137,True,True
0.6,1000000.0,2.828,0.6114654112848203,1.910901880803395,0.01146541128482037,True,True
0.7,1000000.0,2.828,0.6957586831035865,-0.6059024137733563,-0.004241316896413494,True,True
0.8,1000000.0,2.828,0.8377876112705567,4.723451408819579,0.03778761127055663,True,True
0.9,1000000.0,2.828,0.8967708423239726,-0.3587952973363759,-0.0032291576760273832,True,True
1.0,1000000.0,2.828,0.999,-0.10000000000000009,-0.0010000000000000009,True,True
0.1,1000000.0,4.309,0.10894920068041618,8.949200680416173,0.008949200680416172,True,True
0.2,1000000.0,4.309,0.21859732162849405,9.298660814247018,0.018597321628494035,True,True
0.3,1000000.0,4.309,0.32798880100476163,9.32960033492055,0.027988801004761643,True,True
0.4,1000000.0,4.309,0.4233594295660024,5.839857391500599,0.0233594295660024,True,True
0.5,1000000.0,4.309,0.5293273265090003,5.865465301800055,0.029327326509000273,True,True
0.6,1000000.0,4.309,0.632560706517795,5.4267844196324955,0.03256070651779497,True,True
0.7,1000000.0,4.309,0.7407409936620939,5.820141951727706,0.04074099366209394,True,True
0.8,1000000.0,4.309,0.8808044883241442,10.100561040518013,0.08080448832414411,False,True
0.9,1000000.0,4.309,0.9762088638913328,8.467651543481416,0.07620886389133275,True,True
1.0,1000000.0,4.309,0.999,-0.10000000000000009,-0.0010000000000000009,True,True
0.1,1000000.0,6.564,0.11219593276581646,12.195932765816458,0.012195932765816458,False,True
0.2,1000000.0,6.564,0.22638100304798303,13.19050152399151,0.02638100304798302,False,True
0.3,1000000.0,6.564,0.33517069310614134,11.723564368713783,0.03517069310614135,False,True
0.4,1000000.0,6.564,0.48103219388214885,20.258048470537208,0.08103219388214883,False,True
0.5,1000000.0,6.564,0.5433993392419217,8.679867848384347,0.04339933924192174,True,True
0.6,1000000.0,6.564,0.700646654783921,16.774442463986833,0.10064665478392099,False,True
0.7,1000000.0,6.564,0.8201598986354703,17.1656998050672,0.12015989863547039,False,True
0.8,1000000.0,6.564,0.9547352295818718,19.341903697733976,0.1547352295818718,False,True
0.9,1000000.0,6.564,0.9705351703275794,7.837241147508821,0.07053517032757939,True,True
1.0,1000000.0,6.564,0.999,-0.10000000000000009,-0.0010000000000000009,True,True
0.1,1000000.0,10.0,0.11341760657458233,13.417606574582324,0.013417606574582325,False,False
0.2,1000000.0,10.0,0.2304537416938571,15.226870846928545,0.03045374169385709,False,False
0.3,1000000.0,10.0,0.36341024759180424,21.136749197268085,0.06341024759180425,False,False
0.4,1000000.0,10.0,0.50465043862815,26.162609657037482,0.10465043862814993,False,False
0.5,1000000.0,10.0,0.6053254334064344,21.065086681286882,0.10532543340643441,False,False
0.6,1000000.0,10.0,0.7439382735589665,23.98971225982775,0.1439382735589665,False,False
0.7,1000000.0,10.0,0.8623061013274004,23.18658590391435,0.16230610132740042,False,False
0.8,1000000.0,10.0,0.8799436184515724,9.992952306446549,0.07994361845157238,True,False
0.9,1000000.0,10.0,0.999,10.999999999999996,0.09899999999999998,False,False
1.0,1000000.0,10.0,0.999,-0.10000000000000009,-0.0010000000000000009,True,False
