s,h,vaf0,delta_t,fisher,cr_bound,identifiable
0.46,0.6,0.1,5.0,304.0736043548386,0.05734699147283085,1
0.46,0.6,0.1,6.63,306.9683619672984,0.05707595562434369,1
0.46,0.6,0.15,0.6,191.98768619833123,0.07217109801025696,1
0.46,0.6,0.15,1.5,269.9996404748393,0.060858102463585785,1
0.46,0.6,0.15,3.0,315.7826300751529,0.056273753156731554,1
0.46,0.6,0.15,5.0,319.7028161848467,0.055927675469828415,1
0.46,0.6,0.15,6.63,317.15247623075385,0.056152092743517526,1
0.46,0.8,0.01,0.6,10.268871294317682,0.3120603883932136,0
0.46,0.8,0.01,1.5,22.950191038310322,0.20874056157389095,0
0.46,0.8,0.01,3.0,82.78100983267878,0.10990935013503172,1
0.46,0.8,0.01,5.0,148.19227092750793,0.08214615179316347,1
0.46,0.8,0.01,6.63,162.13905758386392,0.07853372146815216,1
0.46,0.8,0.03,0.6,29.893722008909368,0.18289844124845267,0
0.46,0.8,0.03,1.5,61.206926782460236,0.1278202648232763,1
0.46,0.8,0.03,3.0,141.30040181929368,0.08412562457224247,1
0.46,0.8,0.03,5.0,176.9150949282188,0.07518263713050083,1
0.46,0.8,0.03,6.63,185.0698967267702,0.07350757719903898,1
0.46,0.8,0.05,0.6,48.366766648760645,0.14378926781568302,1
0.46,0.8,0.05,1.5,91.82856013326803,0.10435448344783982,1
0.46,0.8,0.05,3.0,167.88533214930945,0.07717801827895993,1
0.46,0.8,0.05,5.0,190.1732556518231,0.07251457054678312,1
0.46,0.8,0.05,6.63,197.03787206111036,0.07124020256748219,1
0.46,0.8,0.1,0.6,89.97090724594369,0.10542629639015452,1
0.46,0.8,0.1,1.5,147.02008631129516,0.0824729754581336,1
0.46,0.8,0.1,3.0,201.34657595474562,0.07047383020401446,1
0.46,0.8,0.1,5.0,208.97215558852722,0.06917605459399198,1
0.46,0.8,0.1,6.63,210.2388784434678,0.0689673413420432,1
0.46,0.8,0.15,0.6,125.78912866413987,0.08916172160755004,1
0.46,0.8,0.15,1.5,183.83023641555633,0.07375501015425494,1
0.46,0.8,0.15,3.0,219.33478919802133,0.06752214639609105,1
0.46,0.8,0.15,5.0,219.51173334366098,0.06749492676416857,1
0.46,0.8,0.15,6.63,216.6493226351388,0.06793934135404672,1
0.46,1.0,0.01,0.6,6.9535643452756135,0.3792243897254855,0
0.46,1.0,0.01,1.5,15.628699542528864,0.25295226874020416,0
0.46,1.0,0.01,3.0,58.610764423839356,0.13062048956874253,1
0.46,1.0,0.01,5.0,108.17696331642375,0.09614630687738777,1
0.46,1.0,0.01,6.63,117.49847921657387,0.09225371781726732,1
0.46,1.0,0.03,0.6,20.309727317648637,0.22189522349850793,0
0.46,1.0,0.03,1.5,42.190300080401244,0.15395496269802267,0
0.46,1.0,0.03,3.0,102.47044658533349,0.09878720215091569,1
0.46,1.0,0.03,5.0,128.7613185057301,0.0881266562938918,1
0.46,1.0,0.03,6.63,132.92465404512248,0.08673556875720165,1
0.46,1.0,0.05,0.6,32.96586848013335,0.1741677491056154,0
0.46,1.0,0.05,1.5,63.90704643251077,0.12509087396922092,1
0.46,1.0,0.05,3.0,122.44023291938814,0.09037283918744075,1
0.46,1.0,0.05,5.0,137.92276366993397,0.08514948479391299,1
0.46,1.0,0.05,6.63,141.65855962002786,0.08401920912659387,1
0.46,1.0,0.1,0.6,61.79083350607108,0.12721489776261394,1
0.46,1.0,0.1,1.5,104.04381624035673,0.09803741767147736,1
0.46,1.0,0.1,3.0,147.23016017854246,0.08241411658900352,1
0.46,1.0,0.1,5.0,151.10589872035854,0.08135032473347883,1
0.46,1.0,0.1,6.63,151.45540197015023,0.08125640723628023,1
0.46,1.0,0.15,0.6,87.00626548793196,0.10720739317036013,1
0.46,1.0,0.15,1.5,131.49181761870346,0.08720685723656803,1
0.46,1.0,0.15,3.0,160.33831306706415,0.07897349257916467,1
0.46,1.0,0.15,5.0,158.61265785131806,0.07940193363326659,1
0.46,1.0,0.15,6.63,155.83737098181226,0.0801058427089618,1
0.64,0.0,0.01,0.6,148.53908816720954,0.08205019607119779,1
0.64,0.0,0.01,1.5,414.9299748181686,0.049092211338529486,1
0.64,0.0,0.01,3.0,994.0230652871603,0.031717705989932087,1
0.64,0.0,0.01,5.0,1294.9348642146444,0.027789199596867858,1
0.64,0.0,0.01,6.63,1434.4454574497317,0.026403286013895546,1
0.64,0.0,0.03,0.6,407.76699070545646,0.0495215200684502,1
0.64,0.0,0.03,1.5,838.7171338483031,0.0345296552597935,1
0.64,0.0,0.03,3.0,1282.6835873343496,0.027921595497085665,1
0.64,0.0,0.03,5.0,1481.9343501514209,0.025976792041508552,1
0.64,0.0,0.03,6.63,1541.3272090317805,0.025471386009210516,1
0.64,0.0,0.05,0.6,626.2725543559595,0.039959340340037834,1
0.64,0.0,0.05,1.5,1076.4932321734086,0.030478553246622856,1
0.64,0.0,0.05,3.0,1419.6795805114748,0.026540239160318838,1
0.64,0.0,0.05,5.0,1558.873157734509,0.02532763334488127,1
0.64,0.0,0.05,6.63,1588.4479192338117,0.025090742300696488,1
0.64,0.0,0.1,0.6,1045.4536660009187,0.030927698649802465,1
0.64,0.0,0.1,1.5,1411.8611597848662,0.026613623245126505,1
0.64,0.0,0.1,3.0,1608.4668571248699,0.024934114054431904,1
0.64,0.0,0.1,5.0,1670.1514883006,0.02446932941129935,1
0.64,0.0,0.1,6.63,1678.5239701904122,0.02440822658169079,1
0.64,0.0,0.15,0.6,1341.462448256358,0.027303023321117118,1
0.64,0.0,0.15,1.5,1604.4863066184441,0.024965024264821164,1
0.64,0.0,0.15,3.0,1721.3486062212492,0.024102693819640964,1
0.64,0.0,0.15,5.0,1751.2210925376169,0.023896236635864675,1
0.64,0.0,0.15,6.63,1754.474203901865,0.023874072392328593,1
0.64,0.2,0.01,0.6,63.829878630850885,0.12516646609160115,1
0.64,0.2,0.01,1.5,187.93978045552976,0.07294417930497624,1
0.64,0.2,0.01,3.0,497.232911659926,0.04484562351513827,1
0.64,0.2,0.01,5.0,643.6858121683092,0.03941513620245304,1
0.64,0.2,0.01,6.63,717.1837110680756,0.03734090087765728,1
0.64,0.2,0.03,0.6,178.49516708762144,0.07484913213871312,1
0.64,0.2,0.03,1.5,399.39800432003886,0.05003766725193936,1
0.64,0.2,0.03,3.0,641.832661158886,0.03947199646876678,1
0.64,0.2,0.03,5.0,740.5999056688831,0.03674583950229048,1
0.64,0.2,0.03,6.63,772.9887090101313,0.03596776274965018,1
0.64,0.2,0.05,0.6,278.4263867442468,0.05993007266765641,1
0.64,0.2,0.05,1.5,522.393745604103,0.04375231283692787,1
0.64,0.2,0.05,3.0,708.9673719970164,0.037556652493261955,1
0.64,0.2,0.05,5.0,779.5281275440311,0.03581657922381887,1
0.64,0.2,0.05,6.63,792.0732359918073,0.03553180995624485,1
0.64,0.2,0.1,0.6,478.7460049343533,0.045703285182336933,1
0.64,0.2,0.1,1.5,695.8996603617145,0.037907634776258796,1
0.64,0.2,0.1,3.0,800.9005856978417,0.03533545552496641,1
0.64,0.2,0.1,5.0,829.0677653382999,0.03473001613531543,1
0.64,0.2,0.1,6.63,827.8043323167833,0.03475650930388185,1
0.64,0.2,0.15,0.6,627.4178812210297,0.03992285157178587,1
0.64,0.2,0.15,1.5,794.2234553941598,0.03548367931527789,1
0.64,0.2,0.15,3.0,854.3791187818724,0.03421170253219353,1
0.64,0.2,0.15,5.0,863.2963338035584,0.03403455304945281,1
0.64,0.2,0.15,6.63,859.8245281867861,0.03410319630780893,1
0.64,0.4,0.01,0.6,33.315407770842405,0.17325167152644225,0
0.64,0.4,0.01,1.5,101.52441380722776,0.09924639824067848,1
0.64,0.4,0.01,3.0,291.81565718303966,0.05853905469043013,1
0.64,0.4,0.01,5.0,372.7032734893884,0.05179864466585127,1
0.64,0.4,0.01,6.63,414.84878047183804,0.04909701527574763,1
0.64,0.4,0.03,0.6,94.278592369862,0.10298961986707318,1
0.64,0.4,0.03,1.5,224.36527767566454,0.06676089902180508,1
0.64,0.4,0.03,3.0,376.33161559161476,0.05154833563157428,1
0.64,0.4,0.03,5.0,429.5643876363333,0.04824872764495725,1
0.64,0.4,0.03,6.63,450.07139230555845,0.04713671311780907,1
0.64,0.4,0.05,0.6,148.60778642747684,0.08203122883723414,1
0.64,0.4,0.05,1.5,298.55123002659514,0.05787494184042805,1
0.64,0.4,0.05,3.0,414.59429023578576,0.04911208156402473,1
0.64,0.4,0.05,5.0,453.1485730755459,0.0469763956425872,1
0.64,0.4,0.05,6.63,459.25253067337263,0.046663168094065746,1
0.64,0.4,0.1,0.6,261.05633211211557,0.06189176731213712,1
0.64,0.4,0.1,1.5,404.1107933465711,0.04974503891455363,1
0.64,0.4,0.1,3.0,466.76237298018856,0.04628625892422846,1
0.64,0.4,0.1,5.0,480.07155676142855,0.045640144647060406,1
0.64,0.4,0.1,6.63,475.27603195110663,0.045869820777067465,1
0.64,0.4,0.15,0.6,347.8519616953194,0.05361703222876822,1
0.64,0.4,0.15,1.5,463.5340964624031,0.04644715925407422,1
0.64,0.4,0.15,3.0,496.8350833509561,0.044863574430028245,1
0.64,0.4,0.15,5.0,497.0599611247844,0.044853424787252134,1
0.64,0.4,0.15,6.63,490.7906878658996,0.0451389905885095,1
0.64,0.6,0.01,0.6,19.602728539308423,0.22586125506646013,0
0.64,0.6,0.01,1.5,61.21417030257853,0.12781270206414302,1
0.64,0.6,0.01,3.0,189.37593911832846,0.07266706177204169,1
0.64,0.6,0.01,5.0,238.2376319154219,0.06478803650615123,1
0.64,0.6,0.01,6.63,263.46783214274825,0.06160787099655267,1
0.64,0.6,0.03,0.6,55.939464892984056,0.13370290585078828,1
0.64,0.6,0.03,1.5,139.60980513220255,0.08463344897135433,1
0.64,0.6,0.03,3.0,243.95456062671698,0.06402440177822755,1
0.64,0.6,0.03,5.0,274.10095589051593,0.06040108290322749,1
0.64,0.6,0.03,6.63,288.39338211161504,0.05888536276622737,1
0.64,0.6,0.05,0.6,88.84591015820033,0.10609166850855671,1
0.64,0.6,0.05,1.5,188.6998640688093,0.0727971213825997,1
0.64,0.6,0.05,3.0,268.0789411548301,0.06107572771269156,1
0.64,0.6,0.05,5.0,289.95453172233437,0.05872662592251385,1
0.64,0.6,0.05,6.63,293.50607040982743,0.05837023691413281,1
0.64,0.6,0.1,0.6,158.61974310181733,0.07940016024471659,1
0.64,0.6,0.1,1.5,259.585736877057,0.06206683316030171,1
0.64,0.6,0.1,3.0,300.6595929192013,0.05767166202917818,1
0.64,0.6,0.1,5.0,306.78042419075575,0.05709343569317669,1
0.64,0.6,0.1,6.63,301.0675148986838,0.05763257858182663,1
0.64,0.6,0.15,0.6,214.16879667215136,0.0683316490543071,1
0.64,0.6,0.15,1.5,299.4845975841461,0.057784685534145695,1
0.64,0.6,0.15,3.0,319.43066991037387,0.055951494829500986,1
0.64,0.6,0.15,5.0,316.21340260937984,0.05623540967012929,1
0.64,0.6,0.15,6.63,309.1080963849295,0.05687806454199317,1
0.64,0.8,0.01,0.6,12.517091192354975,0.28264954577081736,0
0.64,0.8,0.01,1.5,39.81053922441586,0.15848967322614685,0
0.64,0.8,0.01,3.0,131.68194931283145,0.08714387678615258,1
0.64,0.8,0.01,5.0,163.3109023758838,0.07825145305772184,1
0.64,0.8,0.01,6.63,178.6770913348057,0.07481101773981455,1
0.64,0.8,0.03,0.6,35.94280502621415,0.16679922040624,0
0.64,0.8,0.03,1.5,93.17175669928767,0.10359954738579706,1
0.64,0.8,0.03,3.0,169.49342959887974,0.07681102600803916,1
0.64,0.8,0.03,5.0,187.02454863939585,0.0731224429539546,1
0.64,0.8,0.03,6.63,197.5791101384701,0.07114255977427116,1
0.64,0.8,0.05,0.6,57.415469458165276,0.13197313697309934,1
0.64,0.8,0.05,1.5,127.72137847013275,0.08848470379794232,1
0.64,0.8,0.05,3.0,185.86214548411976,0.07335074462269237,1
0.64,0.8,0.05,5.0,198.37441386416668,0.07099980758051334,1
0.64,0.8,0.05,6.63,200.8609271213857,0.0705589758591439,1
0.64,0.8,0.1,0.6,103.80962258206756,0.09814794117720782,1
0.64,0.8,0.1,1.5,178.53278157262253,0.07484124686453139,1
0.64,0.8,0.1,3.0,207.64094121884463,0.06939744887006226,1
0.64,0.8,0.1,5.0,210.00418837698555,0.06900586778864634,1
0.64,0.8,0.1,6.63,204.448603145252,0.0699371493093816,1
0.64,0.8,0.15,0.6,141.67063784905162,0.08401562749212116,1
0.64,0.8,0.15,1.5,207.28149345924908,0.06945759401921298,1
0.64,0.8,0.15,3.0,220.20301698508362,0.0673889000269516,1
0.64,0.8,0.15,5.0,215.74519614922343,0.06808154970698202,1
0.64,0.8,0.15,6.63,208.7157600412191,0.06921853099506968,1
0.64,1.0,0.01,0.6,8.483121773507026,0.34333821850798424,0
0.64,1.0,0.01,1.5,27.36866695438654,0.19114950496409328,0
0.64,1.0,0.01,3.0,96.2743177250448,0.10191656440457024,1
0.64,1.0,0.01,5.0,117.93710346202407,0.09208200590573994,1
0.64,1.0,0.01,6.63,127.2508057786715,0.08864816076492267,1
0.64,1.0,0.03,0.6,24.47727518118992,0.20212427019653625,0
0.64,1.0,0.03,1.5,65.44748697366188,0.12360997321806654,1
0.64,1.0,0.03,3.0,123.88168746083656,0.08984552354890382,1
0.64,1.0,0.03,5.0,134.1475776616683,0.08633931178400167,1
0.64,1.0,0.03,6.63,142.2112660943438,0.08385577914491661,1
0.64,1.0,0.05,0.6,39.27738263142069,0.15956172774444868,0
0.64,1.0,0.05,1.5,90.85842051980445,0.10491012599523673,1
0.64,1.0,0.05,3.0,135.62348339216933,0.08586823825441785,1
0.64,1.0,0.05,5.0,142.6066329490704,0.08373945634135632,1
0.64,1.0,0.05,6.63,144.61068670771644,0.08315719005783564,1
0.64,1.0,0.1,0.6,71.73851492158485,0.11806571703403337,1
0.64,1.0,0.1,1.5,128.98587409838998,0.08804991163426759,1
0.64,1.0,0.1,3.0,150.9592840626451,0.08138981967254097,1
0.64,1.0,0.1,5.0,151.2406043889628,0.08131408846251205,1
0.64,1.0,0.1,6.63,146.24522011898594,0.08269117436615248,1
0.64,1.0,0.15,0.6,98.76717690104482,0.1006221701895944,1
0.64,1.0,0.15,1.5,150.75567226222938,0.08144476399304934,1
0.64,1.0,0.15,3.0,159.79749071200567,0.0791070195618601,1
0.64,1.0,0.15,5.0,155.02985506692474,0.08031419846986258,1
0.64,1.0,0.15,6.63,148.47354813010122,0.08206830360497812,1
0.82,0.0,0.01,0.6,180.6221145053693,0.07440712751184947,1
0.82,0.0,0.01,1.5,605.7543926508484,0.04063045763257551,1
0.82,0.0,0.01,3.0,1158.8871508946659,0.029375104899568627,1
0.82,0.0,0.01,5.0,1419.2959295012074,0.02654382597451277,1
0.82,0.0,0.01,6.63,1504.3395073815884,0.025782621284026714,1
0.82,0.0,0.03,0.6,477.95657790395416,0.045741013006191905,1
0.82,0.0,0.03,1.5,1018.0283803607188,0.03134152016538644,1
0.82,0.0,0.03,3.0,1389.0831396267859,0.02683093950087104,1
0.82,0.0,0.03,5.0,1536.947681147098,0.025507650513345036,1
0.82,0.0,0.03,6.63,1556.1608636223477,0.025349696000877005,1
0.82,0.0,0.05,0.6,713.4584090853996,0.03743826115696343,1
0.82,0.0,0.05,1.5,1221.1909984410322,0.02861595227275933,1
0.82,0.0,0.05,3.0,1498.6105107937015,0.02583185610847253,1
0.82,0.0,0.05,5.0,1586.5735229038314,0.025105559172514922,1
0.82,0.0,0.05,6.63,1594.2891400048084,0.02504473588582503,1
0.82,0.0,0.1,0.6,1134.5202925225735,0.029688883522587965,1
0.82,0.0,0.1,1.5,1498.183000385106,0.025835541439187953,1
0.82,0.0,0.1,3.0,1647.1587155396342,0.02463952184882072,1
0.82,0.0,0.1,5.0,1678.0669675098443,0.024411550008537244,1
0.82,0.0,0.1,6.63,1679.853317620912,0.024398566977871673,1
0.82,0.0,0.15,0.6,1413.1807054255269,0.0266011952194717,1
0.82,0.0,0.15,1.5,1657.4653896834425,0.02456279398908071,1
0.82,0.0,0.15,3.0,1741.045311400794,0.02396596733360555,1
0.82,0.0,0.15,5.0,1754.3067561856144,0.02387521174936992,1
0.82,0.0,0.15,6.63,1754.9494727627484,0.023870839429875293,1
0.82,0.2,0.01,0.6,78.02134397450197,0.11321221473919633,1
0.82,0.2,0.01,1.5,286.56693277240777,0.059072719179155346,1
0.82,0.2,0.01,3.0,581.2653907178683,0.04147751865841114,1
0.82,0.2,0.01,5.0,708.3420395436034,0.03757322655729313,1
0.82,0.2,0.01,6.63,756.996330094848,0.036345706310599024,1
0.82,0.2,0.03,0.6,211.76560435705738,0.06871828131491599,1
0.82,0.2,0.03,1.5,500.47010356608524,0.04470035069273905,1
0.82,0.2,0.03,3.0,692.9128733767009,0.03798924697200733,1
0.82,0.2,0.03,5.0,770.9830103720367,0.03601451711042613,1
0.82,0.2,0.03,6.63,775.0272816556216,0.03592042817301492,1
0.82,0.2,0.05,0.6,322.2729992262559,0.055704212585108215,1
0.82,0.2,0.05,1.5,605.2344548149388,0.04064790605852916,1
0.82,0.2,0.05,3.0,747.61598140005,0.036573010590984695,1
0.82,0.2,0.05,5.0,791.82270165201,0.03553743068074167,1
0.82,0.2,0.05,6.63,789.1358990993392,0.03559787712902995,1
0.82,0.2,0.1,0.6,529.3219640574913,0.04346503586895672,1
0.82,0.2,0.1,1.5,745.120342392485,0.03663420656763838,1
0.82,0.2,0.1,3.0,819.6541596194952,0.034928881307720566,1
0.82,0.2,0.1,5.0,828.2926292770184,0.03474626292521803,1
0.82,0.2,0.1,6.63,824.307544583067,0.034830151427516616,1
0.82,0.2,0.15,0.6,672.5517399489638,0.03856001105199137,1
0.82,0.2,0.15,1.5,823.8402000029853,0.03484002917726946,1
0.82,0.2,0.15,3.0,862.1368107266538,0.034057432590704935,1
0.82,0.2,0.15,5.0,860.2994444411296,0.034093781912513436,1
0.82,0.2,0.15,6.63,857.1347879476898,0.034156663330033615,1
0.82,0.4,0.01,0.6,40.85240513250895,0.15645562612051286,0
0.82,0.4,0.01,1.5,159.97034300811993,0.07906426937002503,1
0.82,0.4,0.01,3.0,340.84480503382156,0.05416536330444748,1
0.82,0.4,0.01,5.0,409.11976850654503,0.04943957941460497,1
0.82,0.4,0.01,6.63,441.5055958989002,0.0475917740215055,1
0.82,0.4,0.03,0.6,112.73552470606322,0.09418236781735237,1
0.82,0.4,0.03,1.5,289.33373375454727,0.05878959444447391,1
0.82,0.4,0.03,3.0,403.3605275054081,0.04979128124859266,1
0.82,0.4,0.03,5.0,448.93286494499523,0.047196446386757386,1
0.82,0.4,0.03,6.63,447.68157703289813,0.047262358339856494,1
0.82,0.4,0.05,0.6,173.89898206001317,0.0758318201234346,1
0.82,0.4,0.05,1.5,352.8305448315393,0.05323740919713191,1
0.82,0.4,0.05,3.0,434.66860976053033,0.04796460374617559,1
0.82,0.4,0.05,5.0,459.55494190473166,0.046647812162575665,1
0.82,0.4,0.05,6.63,453.06750472143517,0.04698059824892681,1
0.82,0.4,0.1,0.6,292.78533895305793,0.058442035946192336,1
0.82,0.4,0.1,1.5,436.156077572197,0.04788274458924717,1
0.82,0.4,0.1,3.0,476.1301968025831,0.045828657690965384,1
0.82,0.4,0.1,5.0,476.1403162747144,0.04582817068716358,1
0.82,0.4,0.1,6.63,469.6569954633877,0.04614340112981926,1
0.82,0.4,0.15,0.6,378.31898676888295,0.051412761452698866,1
0.82,0.4,0.15,1.5,482.13238312316423,0.04554249808712229,1
0.82,0.4,0.15,3.0,499.3287016413875,0.04475141118906851,1
0.82,0.4,0.15,5.0,491.56118122113526,0.04510360035331905,1
0.82,0.4,0.15,6.63,486.5322350246123,0.045336103405985144,1
0.82,0.6,0.01,0.6,24.0897052955131,0.20374373179373179,0
0.82,0.6,0.01,1.5,98.97253067722761,0.10051772771514561,1
0.82,0.6,0.01,3.0,220.68359677321746,0.06731548407194168,1
0.82,0.6,0.01,5.0,259.5381377820148,0.06207252440412621,1
0.82,0.6,0.01,6.63,283.1775191545107,0.05942519474554116,1
0.82,0.6,0.03,0.6,67.26475723204835,0.12192877497643709,1
0.82,0.6,0.03,1.5,184.86355296412074,0.07354859015052699,1
0.82,0.6,0.03,3.0,259.32795555183964,0.06209767383149521,1
0.82,0.6,0.03,5.0,287.5921265464605,0.05896733546744414,1
0.82,0.6,0.03,6.63,284.8016794224603,0.059255508182376654,1
0.82,0.6,0.05,0.6,104.80242772580579,0.09768195173516196,1
0.82,0.6,0.05,1.5,227.44587598497264,0.0663072423860596,1
0.82,0.6,0.05,3.0,278.7771549301201,0.05989235763398886,1
0.82,0.6,0.05,5.0,293.9456159384289,0.05832657922099373,1
0.82,0.6,0.05,6.63,286.4419277441675,0.0590856076230977,1
0.82,0.6,0.1,0.6,179.91991148183808,0.07455218657902091,1
0.82,0.6,0.1,1.5,282.60930400255086,0.05948490498857042,1
0.82,0.6,0.1,3.0,305.1677154478913,0.05724409671031362,1
0.82,0.6,0.1,5.0,302.04067822886844,0.057539658710880785,1
0.82,0.6,0.1,6.63,294.67297567283504,0.05825454917287408,1
0.82,0.6,0.15,0.6,235.79731121533754,0.06512242672105313,1
0.82,0.6,0.15,1.5,312.5117102660295,0.056567482632420334,1
0.82,0.6,0.15,3.0,319.5124835149838,0.05594433096771006,1
0.82,0.6,0.15,5.0,309.9878923713788,0.05679729259767463,1
0.82,0.6,0.15,6.63,304.1742884990922,0.05733749952879749,1
0.82,0.8,0.01,0.6,15.406540324599206,0.2547695016161884,0
0.82,0.8,0.01,1.5,65.71645465917732,0.123356755228602,1
0.82,0.8,0.01,3.0,153.02639049513897,0.08083823687776102,1
0.82,0.8,0.01,5.0,175.88997822676748,0.07540140743259469,1
0.82,0.8,0.01,6.63,194.12234308831637,0.0717731881052417,1
0.82,0.8,0.03,0.6,43.40029384164208,0.15179367131767676,0
0.82,0.8,0.03,1.5,126.40877547202514,0.08894292093955844,1
0.82,0.8,0.03,3.0,178.75840411133754,0.07479400096368816,1
0.82,0.8,0.03,5.0,196.9221241502076,0.0712611364602732,1
0.82,0.8,0.03,6.63,194.03028875007567,0.07179021186455907,1
0.82,0.8,0.05,0.6,68.1442195649014,0.12113941971720438,1
0.82,0.8,0.05,1.5,156.97870852554138,0.0798141006044145,1
0.82,0.8,0.05,3.0,191.54585703864456,0.07225428678043842,1
0.82,0.8,0.05,5.0,201.28055103722664,0.07048538782169882,1
0.82,0.8,0.05,6.63,193.9334670761863,0.07180813033228566,1
0.82,0.8,0.1,0.6,118.83154160230245,0.09173480336214783,1
0.82,0.8,0.1,1.5,196.2606863784411,0.07138111759743074,1
0.82,0.8,0.1,3.0,209.45779253177943,0.06909581422087341,1
0.82,0.8,0.1,5.0,205.40843758032574,0.06977355649905766,1
0.82,0.8,0.1,6.63,197.94294171666712,0.07107714745246199,1
0.82,0.8,0.15,0.6,157.60950055297175,0.07965422263516277,1
0.82,0.8,0.15,1.5,217.23542347686845,0.06784762933278572,1
0.82,0.8,0.15,3.0,219.12369147670404,0.06755466305341072,1
0.82,0.8,0.15,5.0,209.60978432081495,0.06907075837498564,1
0.82,0.8,0.15,6.63,203.58354543357842,0.07008557863921765,1
0.82,1.0,0.01,0.6,10.453974953272557,0.30928529532954785,0
0.82,1.0,0.01,1.5,45.955183289239244,0.14751383328359516,1
0.82,1.0,0.01,3.0,111.58385102623265,0.0946671553167909,1
0.82,1.0,0.01,5.0,125.23301938876122,0.08935946792581796,1
0.82,1.0,0.01,6.63,139.77681213448588,0.08458287333260976,1
0.82,1.0,0.03,0.6,29.651887832343988,0.18364276611828378,0
0.82,1.0,0.03,1.5,90.78901458907887,0.10495021891778192,1
0.82,1.0,0.03,3.0,129.74447721989407,0.08779212470731557,1
0.82,1.0,0.03,5.0,141.6277149230787,0.08402835778072126,1
0.82,1.0,0.03,6.63,139.1493499428842,0.08477336240054531,1
0.82,1.0,0.05,0.6,46.843914200365774,0.1461078034003478,1
0.82,1.0,0.05,1.5,113.81814619572108,0.09373337314857824,1
0.82,1.0,0.05,3.0,138.52367362530273,0.08496459659855876,1
0.82,1.0,0.05,5.0,144.9577129949626,0.08305759196726097,1
0.82,1.0,0.05,6.63,138.23435956815325,0.08505346236208743,1
0.82,1.0,0.1,0.6,82.74103606148503,0.10993589657985989,1
0.82,1.0,0.1,1.5,143.3049332549122,0.08353518320246504,1
0.82,1.0,0.1,3.0,151.2263964859083,0.08131790815133105,1
0.82,1.0,0.1,5.0,147.1386203516114,0.08243974888372571,1
0.82,1.0,0.1,6.63,139.9531812109426,0.08452956083930198,1
0.82,1.0,0.15,0.6,110.86138085467701,0.09497512157095145,1
0.82,1.0,0.15,1.5,158.8604815188069,0.07933997562288637,1
0.82,1.0,0.15,3.0,158.1447521744181,0.07951931082899208,1
0.82,1.0,0.15,5.0,149.33519011146265,0.08183120010442232,1
0.82,1.0,0.15,6.63,143.39576703241377,0.08350872140933016,1
1.0,0.0,0.01,0.6,220.31047325510838,0.06737246357947285,1
1.0,0.0,0.01,1.5,786.4393614273472,0.03565885377825541,1
1.0,0.0,0.01,3.0,1262.3880850292023,0.028145149287575645,1
1.0,0.0,0.01,5.0,1488.9932917258434,0.025915144181459616,1
1.0,0.0,0.01,6.63,1517.9542582511049,0.025666736826544124,1
1.0,0.0,0.03,0.6,556.3099529653956,0.042397630440538944,1
1.0,0.0,0.03,1.5,1148.8979126220815,0.02950253130099138,1
1.0,0.0,0.03,3.0,1461.4890479055614,0.026157860382605213,1
1.0,0.0,0.03,5.0,1553.6414244658881,0.02537024165073882,1
1.0,0.0,0.03,6.63,1557.9946994885556,0.02533477269298107,1
1.0,0.0,0.05,0.6,803.5571108310862,0.03527699842522332,1
1.0,0.0,0.05,1.5,1320.1688485906589,0.02752233391653266,1
1.0,0.0,0.05,3.0,1546.8871559940972,0.02542556914433944,1
1.0,0.0,0.05,5.0,1593.3652945448234,0.02505199539899995,1
1.0,0.0,0.05,6.63,1594.931022683674,0.025039695730580017,1
1.0,0.0,0.1,0.6,1215.4818208839615,0.028683078804610802,1
1.0,0.0,0.1,1.5,1554.0993252768455,0.025366503823343475,1
1.0,0.0,0.1,3.0,1666.1612920250855,0.024498612002618932,1
1.0,0.0,0.1,5.0,1679.6555931953894,0.024400003001629908,1
1.0,0.0,0.1,6.63,1679.9863008690195,0.024397601295920803,1
1.0,0.0,0.15,0.6,1473.4435063910441,0.026051531262234008,1
1.0,0.0,0.15,1.5,1690.652154711287,0.024320520695874797,1
1.0,0.0,0.15,3.0,1749.5671487981924,0.023907529056021,1
1.0,0.0,0.15,5.0,1754.880229443612,0.023871310367954274,1
1.0,0.0,0.15,6.63,1754.9952201737742,0.02387052830759788,1
1.0,0.2,0.01,0.6,95.83694833718305,0.10214885709089683,1
1.0,0.2,0.01,1.5,385.6858014635957,0.05091938790538316,1
1.0,0.2,0.01,3.0,628.9135893044124,0.03987535023134777,1
1.0,0.2,0.01,5.0,749.3004659508051,0.0365318780031826,1
1.0,0.2,0.01,6.63,758.3543289882797,0.0363131492701886,1
1.0,0.2,0.03,0.6,250.1148945586666,0.06323102507094008,1
1.0,0.2,0.03,1.5,572.67198370251,0.041787561760779,1
1.0,0.2,0.03,3.0,729.4211123411328,0.037026344307654405,1
1.0,0.2,0.03,5.0,776.0564034070937,0.03589660338581969,1
1.0,0.2,0.03,6.63,771.4802862629199,0.03600290823443013,1
1.0,0.2,0.05,0.6,369.4084859555659,0.05202913026315445,1
1.0,0.2,0.05,1.5,658.9182327490836,0.03895688627335658,1
1.0,0.2,0.05,3.0,773.0834308521227,0.03596555921186321,1
1.0,0.2,0.05,5.0,790.5895689682718,0.03556513487402374,1
1.0,0.2,0.05,6.63,786.3703134771663,0.03566041927269937,1
1.0,0.2,0.1,0.6,577.0665053701626,0.04162814573863582,1
